"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.083653594E0,-9.386909604E-1,6.963000894E-1,9.405122399E-1,1.500179258E0
3.086058073E0,-9.698450565E-1,7.854863405E-1,1.035196304E0,1.621486853E0
3.088463490E0,-1.004664421E0,8.520705700E-1,1.129269481E0,1.735115101E0
3.090869635E0,-1.040094614E0,8.917768002E-1,1.220899224E0,1.835117866E0
3.093274896E0,-1.080411673E0,8.966636658E-1,1.305809379E0,1.917402734E0
3.095679479E0,-1.128669977E0,8.740617037E-1,1.380334854E0,1.985750258E0
3.098084844E0,-1.179371715E0,8.203055859E-1,1.442032218E0,2.035503823E0
3.100490990E0,-1.233738661E0,7.372279763E-1,1.490290523E0,2.070406244E0
3.102896354E0,-1.291159987E0,6.382679343E-1,1.523277164E0,2.096390561E0
3.105300833E0,-1.346137762E0,5.252579451E-1,1.537327051E0,2.109823984E0
3.107706250E0,-1.400504708E0,4.024741054E-1,1.537937999E0,2.118643937E0
3.110112344E0,-1.454260826E0,2.772468328E-1,1.525720716E0,2.125926635E0
3.112517708E0,-1.504962564E0,1.483543813E-1,1.507394671E0,2.135218967E0
3.114922240E0,-1.553220987E0,2.679231018E-2,1.482349277E0,2.147224404E0
3.117327604E0,-1.597203135E0,-9.049372375E-2,1.455471277E0,2.162786076E0
3.119733750E0,-1.639352918E0,-2.035036981E-1,1.431647539E0,2.185979510E0
3.122139115E0,-1.674172163E0,-3.079615533E-1,1.410267234E0,2.210553420E0
3.124543594E0,-1.703493714E0,-4.020347297E-1,1.394995570E0,2.238199142E0
3.126949010E0,-1.732815146E0,-4.906101227E-1,1.390108705E0,2.275027216E0
3.129355104E0,-1.757860661E0,-5.651355982E-1,1.394995570E0,2.314187760E0
3.131760469E0,-1.774964809E0,-6.231677532E-1,1.409045458E0,2.350371721E0
3.134165000E0,-1.782906055E0,-6.610413194E-1,1.431036592E0,2.379830951E0
3.136570365E0,-1.783516884E0,-6.738694906E-1,1.460968971E0,2.401970629E0
3.138976510E0,-1.775575638E0,-6.616522074E-1,1.500675201E0,2.417121956E0
3.141381771E0,-1.759082317E0,-6.237785816E-1,1.544657469E0,2.422692101E0
3.143786354E0,-1.727317333E0,-5.669682026E-1,1.593526602E0,2.417520453E0
3.146191771E0,-1.687000275E0,-4.997730851E-1,1.645450115E0,2.408993388E0
3.148597865E0,-1.641796350E0,-4.276910424E-1,1.702871442E0,2.403785771E0
3.151003229E0,-1.585596800E0,-3.543872833E-1,1.761514425E0,2.396380735E0
3.153407760E0,-1.522677660E0,-2.890247405E-1,1.821379185E0,2.391548597E0
3.155813125E0,-1.452428222E0,-2.322143316E-1,1.884298205E0,2.390408116E0
3.158219271E0,-1.378513575E0,-1.918972731E-1,1.952715158E0,2.397961786E0
3.160624531E0,-1.296046853E0,-1.668518186E-1,2.024186373E0,2.409337553E0
3.163029115E0,-1.208693266E0,-1.558562517E-1,2.099322557E0,2.427423692E0
3.165434531E0,-1.122561336E0,-1.631866246E-1,2.178735018E0,2.456350973E0
3.167840625E0,-1.027877331E0,-1.796799600E-1,2.258758307E0,2.488132991E0
3.170245990E0,-9.264736772E-1,-2.071688771E-1,2.336338043E0,2.521854054E0
3.172650469E0,-8.238484263E-1,-2.377121150E-1,2.414528847E0,2.562261273E0
3.175055885E0,-7.218340039E-1,-2.645901740E-1,2.487221718E0,2.603329438E0
3.177462031E0,-6.204304695E-1,-2.884138823E-1,2.556249380E0,2.646228907E0
3.179867292E0,-5.220811963E-1,-3.171245456E-1,2.616724968E0,2.687077653E0
3.182271875E0,-4.286189079E-1,-3.427808583E-1,2.672924519E0,2.728688030E0
3.184677292E0,-3.418761194E-1,-3.629393876E-1,2.723015547E0,2.768287909E0
3.187083385E0,-2.569659352E-1,-3.721023500E-1,2.766386986E0,2.803103388E0
3.189488750E0,-1.781643927E-1,-3.757675588E-1,2.801817179E0,2.832511838E0
3.191893229E0,-1.042497605E-1,-3.812653422E-1,2.835414648E0,2.862832077E0
3.194298646E0,-3.094599582E-2,-3.788218796E-1,2.862903595E0,2.888023661E0
3.196704792E0,3.747085482E-2,-3.745458126E-1,2.886727333E0,2.911165287E0
3.199110052E0,1.040551066E-1,-3.690480292E-1,2.907496691E0,2.932671294E0
3.201514635E0,1.663633138E-1,-3.647719920E-1,2.926433563E0,2.953768569E0
3.203920000E0,2.231737375E-1,-3.635502458E-1,2.945370197E0,2.976101628E0
3.206326146E0,2.750972509E-1,-3.733240962E-1,2.961252689E0,2.997343302E0
3.208731510E0,3.184686303E-1,-3.928717673E-1,2.973469973E0,3.016172106E0
3.211135990E0,3.575639725E-1,-4.148629010E-1,2.980189562E0,3.030097861E0
3.213541406E0,3.905506730E-1,-4.325779676E-1,2.978967905E0,3.035441204E0
3.215947552E0,4.137635231E-1,-4.307453632E-1,2.968583107E0,3.028073230E0
3.218352812E0,4.247590899E-1,-4.069216549E-1,2.945981026E0,3.004132108E0
3.220757396E0,4.241482317E-1,-3.641611338E-1,2.906275034E0,2.959552268E0
3.223162760E0,4.125418067E-1,-3.146810830E-1,2.847631931E0,2.894515943E0
3.225568906E0,3.954375982E-1,-2.719205320E-1,2.770663023E0,2.811918430E0
3.227974271E0,3.789442480E-1,-2.505402863E-1,2.679033279E0,2.717275932E0
3.230378750E0,3.667269349E-1,-2.487076819E-1,2.572742701E0,2.610622370E0
3.232784167E0,3.587856889E-1,-2.603141069E-1,2.455456734E0,2.495146965E0
3.235190312E0,3.538987935E-1,-2.780292034E-1,2.330229521E0,2.373291852E0
3.237595573E0,3.496227264E-1,-2.926899493E-1,2.200726271E0,2.247465144E0
3.240000156E0,3.429032266E-1,-3.042963743E-1,2.068779469E0,2.118968474E0
3.242405521E0,3.367945850E-1,-3.079615533E-1,1.936832666E0,1.989872279E0
3.244811667E0,3.270207345E-1,-2.908573449E-1,1.803664088E0,1.856002344E0
3.247217031E0,3.135817051E-1,-2.584815323E-1,1.676604271E0,1.725151608E0
3.249621510E0,2.989209592E-1,-1.992276311E-1,1.553209543E0,1.594209922E0
3.252026927E0,2.793732882E-1,-1.173717678E-1,1.434090972E0,1.465756624E0
3.254433021E0,2.573821545E-1,-1.902254671E-2,1.324135303E0,1.349052161E0
3.256838385E0,2.335584313E-1,8.971137553E-2,1.222120881E0,1.247468284E0
3.259242917E0,2.115673125E-1,1.996670365E-1,1.131102085E0,1.167912488E0
3.261648281E0,1.883544475E-1,3.022922873E-1,1.049246192E0,1.108050358E0
3.264054427E0,1.645307243E-1,3.902568221E-1,9.789967537E-1,1.066679610E0
3.266459792E0,1.413178593E-1,4.592845142E-1,9.203537107E-1,1.038250430E0
3.268864271E0,1.126072109E-1,5.118189454E-1,8.708736897E-1,1.016395592E0
3.271269687E0,8.145311475E-2,5.472490788E-1,8.348326683E-1,1.001529704E0
3.273675781E0,4.541209340E-2,5.722945333E-1,8.055111766E-1,9.891569879E-1
3.276081146E0,6.316753104E-3,5.924530625E-1,7.847417593E-1,9.832904766E-1
3.278485625E0,-3.522204608E-2,6.028377414E-1,7.737461925E-1,9.814973792E-1
3.280891042E0,-7.431738824E-2,6.150550842E-1,7.713027596E-1,9.893046942E-1
3.283297187E0,-1.097475439E-1,6.327701211E-1,7.768005133E-1,1.007899592E0
3.285702448E0,-1.415124983E-1,6.468200088E-1,7.908504009E-1,1.031429235E0
3.288107031E0,-1.690014154E-1,6.633133888E-1,8.140632510E-1,1.063600069E0
3.290512448E0,-1.891599596E-1,6.755306721E-1,8.476608396E-1,1.100296359E0
3.292918542E0,-2.062641680E-1,6.853045225E-1,8.922539353E-1,1.143811296E0
3.295323906E0,-2.135945410E-1,6.950783134E-1,9.435665607E-1,1.191249069E0
3.297728385E0,-2.123728096E-1,7.060738802E-1,9.991552830E-1,1.241754329E0
3.300133802E0,-2.025989741E-1,7.207346559E-1,1.057798266E0,1.295932854E0
3.302539948E0,-1.867164969E-1,7.353954315E-1,1.118273854E0,1.351371860E0
3.304945208E0,-1.647253633E-1,7.433366179E-1,1.179360390E0,1.403771599E0
3.307349792E0,-1.341821253E-1,7.439475060E-1,1.238614202E0,1.451078177E0
3.309755208E0,-9.997370839E-2,7.366171479E-1,1.294813752E0,1.493031218E0
3.312161302E0,-6.393268704E-2,7.207346559E-1,1.344293833E0,1.526653773E0
3.314566667E0,-2.422648296E-2,6.999652386E-1,1.387665272E0,1.554398007E0
3.316971146E0,1.731231809E-2,6.767523885E-1,1.427371502E0,1.579773058E0
3.319376562E0,5.885111541E-2,6.541504264E-1,1.457914710E0,1.599028310E0
3.321782708E0,1.022225097E-1,6.321592927E-1,1.481127501E0,1.613633628E0
3.324187969E0,1.468156427E-1,6.065029502E-1,1.495177388E0,1.620171622E0
3.326592552E0,1.871327162E-1,5.790140629E-1,1.501286030E0,1.619918418E0
3.328997917E0,2.274497896E-1,5.521360040E-1,1.499453425E0,1.613985176E0
3.331404062E0,2.641016841E-1,5.228145123E-1,1.487847090E0,1.598991456E0
3.333809427E0,2.952557802E-1,4.928821027E-1,1.465245008E0,1.573865203E0
3.336213906E0,3.203012347E-1,4.721126854E-1,1.432869196E0,1.542270210E0
3.338619323E0,3.398489058E-1,4.586736858E-1,1.394384742E0,1.506714186E0
3.341025469E0,3.538987935E-1,4.580627978E-1,1.346126437E0,1.465306203E0
3.343430729E0,3.593965769E-1,4.708909690E-1,1.294202924E0,1.423328989E0
3.345835312E0,3.612291515E-1,4.879951775E-1,1.238003373E0,1.378868429E0
3.348240677E0,3.569531143E-1,5.069320202E-1,1.179971218E0,1.332939486E0
3.350646823E0,3.459575474E-1,5.222036242E-1,1.118884802E0,1.282297333E0
3.353052187E0,3.288533390E-1,5.277013779E-1,1.053522229E0,1.223324303E0
3.355456667E0,3.062513471E-1,5.215927362E-1,9.863271117E-1,1.157017736E0
3.357862083E0,2.836493552E-1,5.057102442E-1,9.160776734E-1,1.084157789E0
3.360268229E0,2.561604381E-1,4.843299687E-1,8.433848023E-1,1.005729394E0
3.362673490E0,2.243954688E-1,4.574519098E-1,7.725244761E-1,9.254240338E-1
3.365078073E0,1.914087683E-1,4.311847389E-1,6.986098289E-1,8.429788187E-1
3.367483437E0,1.578112096E-1,4.079718888E-1,6.259169579E-1,7.636212923E-1
3.369889583E0,1.217701808E-1,3.908676803E-1,5.599435568E-1,6.936442224E-1
3.372294948E0,8.634003252E-2,3.810938299E-1,4.976353347E-1,6.327148131E-1
3.374699427E0,4.907727987E-2,3.786503673E-1,4.402140379E-1,5.827289929E-1
3.377104844E0,1.059280522E-2,3.878133595E-1,3.876796663E-1,5.484586885E-1
3.379510937E0,-2.422648296E-2,4.085827470E-1,3.394213617E-1,5.317270394E-1
3.381916302E0,-6.210009754E-2,4.293521643E-1,2.997151315E-1,5.272844234E-1
3.384320833E0,-1.011954397E-1,4.562301934E-1,2.648958564E-1,5.371743861E-1
3.386726198E0,-1.396799088E-1,4.831082523E-1,2.349634767E-1,5.550782789E-1
3.389132344E0,-1.781643927E-1,5.044885278E-1,2.099180222E-1,5.747319388E-1
3.391537604E0,-2.203140557E-1,5.209819078E-1,1.873160303E-1,5.958588143E-1
3.393942187E0,-2.569659352E-1,5.350317955E-1,1.671575010E-1,6.166296654E-1
3.396347604E0,-2.936178148E-1,5.405295491E-1,1.488315612E-1,6.328779094E-1
3.398753698E0,-3.272153735E-1,5.466381907E-1,1.305056214E-1,6.503190982E-1
3.401159062E0,-3.565368950E-1,5.490816832E-1,1.127905399E-1,6.643274480E-1
3.403563542E0,-3.840258121E-1,5.466381907E-1,9.507545829E-2,6.747803189E-1
3.405968958E0,-4.102929831E-1,5.386969447E-1,8.163643628E-2,6.820551575E-1
3.408375104E0,-4.316732585E-1,5.277013779E-1,6.880827993E-2,6.852336286E-1
3.410780365E0,-4.512209296E-1,5.112080574E-1,5.659098178E-2,6.842050457E-1
3.413184948E0,-4.664925337E-1,4.941038191E-1,4.620628059E-2,6.810938911E-1
3.415590365E0,-4.805424213E-1,4.733344018E-1,3.643244505E-2,6.754952241E-1
3.417996458E0,-4.890945256E-1,4.550084770E-1,3.032379970E-2,6.687044952E-1
3.420401823E0,-4.927597046E-1,4.372933805E-1,2.665860951E-2,6.593544635E-1
3.422806354E0,-4.964249134E-1,4.159131348E-1,2.543688193E-2,6.481268898E-1
3.425211719E0,-4.976466298E-1,3.927002549E-1,2.726947516E-2,6.345149980E-1
3.427617865E0,-4.945923090E-1,3.688765466E-1,3.215639293E-2,6.178393743E-1
3.430023125E0,-4.915379882E-1,3.474962711E-1,4.070850089E-2,6.033410597E-1
3.432427708E0,-4.842076004E-1,3.267268836E-1,5.353666097E-2,5.865778983E-1
3.434833125E0,-4.787098169E-1,3.059574664E-1,6.819741428E-2,5.722097058E-1
3.437239219E0,-4.671033919E-1,2.857989371E-1,8.591248840E-2,5.542991672E-1
3.439644583E0,-4.567187130E-1,2.644186616E-1,1.066818908E-1,5.384145589E-1
3.442049062E0,-4.463340044E-1,2.399840951E-1,1.274512857E-1,5.225420936E-1
3.444454479E0,-4.353384376E-1,2.143277824E-1,1.476098299E-1,5.071928779E-1
3.446860625E0,-4.243428707E-1,1.874497235E-1,1.659357697E-1,4.926854477E-1
3.449265885E0,-4.133473039E-1,1.611825526E-1,1.824291199E-1,4.797042763E-1
3.451670469E0,-4.029625952E-1,1.349153519E-1,1.977007389E-1,4.686860223E-1
3.454075833E0,-3.907453120E-1,1.080373153E-1,2.086963058E-1,4.559694160E-1
3.456481979E0,-3.791388869E-1,8.421359211E-2,2.154158056E-1,4.441195717E-1
3.458887344E0,-3.687541783E-1,5.855727196E-2,2.190809995E-1,4.329030867E-1
3.461291823E0,-3.571477532E-1,3.656614572E-2,2.190809995E-1,4.205806522E-1
3.463697240E0,-3.455413282E-1,1.701847091E-2,2.172484100E-1,4.085159844E-1
3.466103385E0,-3.369892240E-1,-1.307472587E-3,2.117506266E-1,3.979972040E-1
3.468508646E0,-3.278262317E-1,-2.146600559E-2,2.050311118E-1,3.872577752E-1
3.470913229E0,-3.192741275E-1,-4.101367667E-2,1.970898658E-1,3.774420556E-1
3.473318594E0,-3.125546277E-1,-5.872875452E-2,1.885377616E-1,3.697106293E-1
3.475724740E0,-3.052242398E-1,-7.949815691E-2,1.799856573E-1,3.631482209E-1
3.478130104E0,-3.046133816E-1,-1.027110144E-1,1.738770157E-1,3.654751446E-1
3.480534583E0,-3.046133816E-1,-1.259238720E-1,1.696009636E-1,3.706893857E-1
3.482940000E0,-3.064459860E-1,-1.473041475E-1,1.665466279E-1,3.786098698E-1
3.485346094E0,-3.101111650E-1,-1.662409455E-1,1.683792323E-1,3.900724965E-1
3.487751458E0,-3.149980903E-1,-1.796799600E-1,1.720444113E-1,4.013825661E-1
3.490155990E0,-3.217175901E-1,-2.004493773E-1,1.824291199E-1,4.206691627E-1
3.492561354E0,-3.272153735E-1,-2.163318396E-1,1.983115971E-1,4.395416420E-1
3.494967500E0,-3.339349031E-1,-2.236622274E-1,2.166375369E-1,4.565842024E-1
3.497372760E0,-3.430978656E-1,-2.377121150E-1,2.404612601E-1,4.817102995E-1
3.499777344E0,-3.534825742E-1,-2.560380697E-1,2.685610354E-1,5.124748317E-1
3.502182760E0,-3.620346785E-1,-2.749748528E-1,2.997151315E-1,5.445268020E-1
3.504588854E0,-3.711976409E-1,-2.902464867E-1,3.345344365E-1,5.778788807E-1
3.506994219E0,-3.821932077E-1,-3.079615533E-1,3.675211370E-1,6.131751402E-1
3.509398750E0,-3.962430954E-1,-3.287309706E-1,4.011186957E-1,6.526628914E-1
3.511804115E0,-4.139581621E-1,-3.482786417E-1,4.353271127E-1,6.943839480E-1
3.514210260E0,-4.316732585E-1,-3.690480292E-1,4.683138132E-1,7.361087404E-1
3.516615521E0,-4.506100416E-1,-3.873739839E-1,4.994678795E-1,7.762578023E-1
3.519020104E0,-4.707686007E-1,-4.044781923E-1,5.318437815E-1,8.173637448E-1
3.521425521E0,-4.927597046E-1,-4.179172218E-1,5.617761612E-1,8.561888729E-1
3.523831615E0,-5.141400099E-1,-4.295236468E-1,5.910976529E-1,8.934354751E-1
3.526236979E0,-5.349093676E-1,-4.392974973E-1,6.167539358E-1,9.270899309E-1
3.528641458E0,-5.569005013E-1,-4.484604597E-1,6.411885619E-1,9.604049792E-1
3.531046875E0,-5.770590305E-1,-4.564017057E-1,6.644014120E-1,9.913268270E-1
3.533453021E0,-5.966067314E-1,-4.606777430E-1,6.851708293E-1,1.018637639E0
3.535858281E0,-6.161543727E-1,-4.661755264E-1,7.028858662E-1,1.044516335E0
3.538262865E0,-6.344803572E-1,-4.667863846E-1,7.206009626E-1,1.067576976E0
3.540668281E0,-6.473084688E-1,-4.545691013E-1,7.346508503E-1,1.079515259E0
3.543074375E0,-6.534171700E-1,-4.350214303E-1,7.377051711E-1,1.077221687E0
3.545479740E0,-6.576932073E-1,-4.221932590E-1,7.322074175E-1,1.070950608E0
3.547884219E0,-6.619692445E-1,-4.203606844E-1,7.218226790E-1,1.065802217E0
3.550289635E0,-6.680778861E-1,-4.283019304E-1,7.047184706E-1,1.061319334E0
3.552695781E0,-6.747974157E-1,-4.392974973E-1,6.802839041E-1,1.054096786E0
3.555101042E0,-6.839603782E-1,-4.496821761E-1,6.515732408E-1,1.046213910E0
3.557505625E0,-6.949559450E-1,-4.600668848E-1,6.216408610E-1,1.039741633E0
3.559910990E0,-7.059515119E-1,-4.692298472E-1,5.904867649E-1,1.033062828E0
3.562317135E0,-7.175579071E-1,-4.741167724E-1,5.611652732E-1,1.026928687E0
3.564722500E0,-7.279426455E-1,-4.765602350E-1,5.361198187E-1,1.021975838E0
3.567126979E0,-7.346621752E-1,-4.771710932E-1,5.141286850E-1,1.015750495E0
3.569532396E0,-7.364947200E-1,-4.728950560E-1,4.945810139E-1,1.005318152E0
3.571938490E0,-7.371056080E-1,-4.649538100E-1,4.780876338E-1,9.940193702E-1
3.574343854E0,-7.340512872E-1,-4.515147805E-1,4.677029550E-1,9.805319696E-1
3.576748385E0,-7.254991531E-1,-4.337997139E-1,4.615942836E-1,9.631201875E-1
3.579153750E0,-7.114492655E-1,-4.105868340E-1,4.597617090E-1,9.413407643E-1
3.581559896E0,-6.912907362E-1,-3.843196630E-1,4.622051716E-1,9.160884815E-1
3.583965260E0,-6.662452817E-1,-3.617176712E-1,4.695355296E-1,8.917320576E-1
3.586369740E0,-6.350911856E-1,-3.372830749E-1,4.786984921E-1,8.638593247E-1
3.588775156E0,-6.014936566E-1,-3.152919412E-1,4.878614843E-1,8.361892459E-1
3.591181250E0,-5.623983145E-1,-2.920790911E-1,4.988570511E-1,8.065112628E-1
3.593586615E0,-5.239138007E-1,-2.700879574E-1,5.104634762E-1,7.797474821E-1
3.595991146E0,-4.799315631E-1,-2.505402863E-1,5.190156102E-1,7.499879626E-1
3.598396510E0,-4.353384376E-1,-2.303817272E-1,5.251242518E-1,7.199658154E-1
3.600802656E0,-3.889127076E-1,-2.120558023E-1,5.281785727E-1,6.893427029E-1
3.603207917E0,-3.449304700E-1,-1.955624521E-1,5.269568563E-1,6.594734492E-1
3.605612500E0,-2.985047400E-1,-1.821234226E-1,5.208482146E-1,6.273411222E-1
3.608017917E0,-2.520790398E-1,-1.723496020E-1,5.116852522E-1,5.958775251E-1
3.610424010E0,-2.074858993E-1,-1.625757515E-1,5.006896853E-1,5.658369327E-1
3.612829375E0,-1.665579528E-1,-1.515801847E-1,4.848071635E-1,5.345615865E-1
3.615233854E0,-1.299060732E-1,-1.411954910E-1,4.677029550E-1,5.055272581E-1
3.617639271E0,-9.997370839E-2,-1.338651180E-1,4.493770003E-1,4.794312262E-1
3.620045417E0,-7.431738824E-2,-1.277564764E-1,4.316619337E-1,4.562639767E-1
3.622450677E0,-5.415885150E-2,-1.240912825E-1,4.151685834E-1,4.366884246E-1
3.624855260E0,-3.888723627E-2,-1.240912825E-1,3.974534869E-1,4.181867260E-1
3.627260677E0,-3.033513017E-2,-1.265347302E-1,3.809601367E-1,4.025691044E-1
3.629666771E0,-2.605907805E-2,-1.259238720E-1,3.662993908E-1,3.882153279E-1
3.632072135E0,-2.422648296E-2,-1.265347302E-1,3.516386449E-1,3.744965915E-1
3.634476615E0,-2.605907805E-2,-1.301999241E-1,3.388104737E-1,3.639005810E-1
3.636882031E0,-3.033513017E-2,-1.308107972E-1,3.272040486E-1,3.536865480E-1
3.639288177E0,-4.071982950E-2,-1.289781928E-1,3.192628026E-1,3.467307541E-1
3.641693437E0,-5.171539634E-2,-1.277564764E-1,3.125433028E-1,3.415838339E-1
3.644098021E0,-6.698701531E-2,-1.283673346E-1,3.076563776E-1,3.400262923E-1
3.646503385E0,-8.531295508E-2,-1.332542598E-1,3.064346611E-1,3.448727296E-1
3.648909531E0,-1.073040888E-1,-1.399737597E-1,3.088781238E-1,3.556859798E-1
3.651314896E0,-1.305169463E-1,-1.503584683E-1,3.125433028E-1,3.705747676E-1
3.653719375E0,-1.555623859E-1,-1.668518186E-1,3.180410862E-1,3.913940697E-1
3.656124792E0,-1.793861091E-1,-1.876212060E-1,3.253714740E-1,4.162303319E-1
3.658530937E0,-2.013772428E-1,-2.059471607E-1,3.339235783E-1,4.409897766E-1
3.660936198E0,-2.258118391E-1,-2.267165482E-1,3.443082571E-1,4.700420788E-1
3.663340781E0,-2.441377789E-1,-2.493185401E-1,3.559146821E-1,4.984358038E-1
3.665746146E0,-2.612420022E-1,-2.755857408E-1,3.693537116E-1,5.297329974E-1
3.668152292E0,-2.759027481E-1,-3.000203371E-1,3.852362037E-1,5.608399609E-1
3.670557656E0,-2.850657105E-1,-3.250657916E-1,4.011186957E-1,5.897681208E-1
3.672962135E0,-2.887308896E-1,-3.507221043E-1,4.194446206E-1,6.183084269E-1
3.675367552E0,-2.899526358E-1,-3.769892752E-1,4.389922917E-1,6.472307755E-1
3.677773646E0,-2.881200314E-1,-4.014238715E-1,4.597617090E-1,6.749334087E-1
3.680179010E0,-2.850657105E-1,-4.228041470E-1,4.817528427E-1,7.015066696E-1
3.682583542E0,-2.814005315E-1,-4.399083555E-1,5.049657226E-1,7.264268727E-1
3.684988906E0,-2.771244645E-1,-4.551799595E-1,5.294002891E-1,7.511667128E-1
3.687395052E0,-2.697941065E-1,-4.643429220E-1,5.544457436E-1,7.718894297E-1
3.689800312E0,-2.612420022E-1,-4.673972726E-1,5.801020861E-1,7.894466571E-1
3.692204896E0,-2.526898980E-1,-4.643429220E-1,6.051475406E-1,8.035359853E-1
3.694610312E0,-2.447486371E-1,-4.588451684E-1,6.277495027E-1,8.151749640E-1
3.697016406E0,-2.349748015E-1,-4.533473849E-1,6.491298079E-1,8.258974006E-1
3.699421771E0,-2.245901078E-1,-4.429626763E-1,6.619579792E-1,8.275536329E-1
3.701826302E0,-2.129836828E-1,-4.331888258E-1,6.680666208E-1,8.242133327E-1
3.704231667E0,-2.038207054E-1,-4.234150052E-1,6.662340164E-1,8.152857850E-1
3.706637812E0,-1.928251386E-1,-4.142520428E-1,6.601253748E-1,8.028398342E-1
3.709043073E0,-1.830513030E-1,-4.038673341E-1,6.485189199E-1,7.856165685E-1
3.711447656E0,-1.769426614E-1,-3.928717673E-1,6.332473159E-1,7.659367428E-1
3.713853073E0,-1.702231467E-1,-3.855413795E-1,6.185865402E-1,7.485101086E-1
3.716259167E0,-1.641145051E-1,-3.782110214E-1,6.020932198E-1,7.297214488E-1
3.718664531E0,-1.586167216E-1,-3.708806336E-1,5.855998397E-1,7.110828932E-1
3.721069010E0,-1.525080651E-1,-3.598850667E-1,5.703282356E-1,6.914117930E-1
3.723474427E0,-1.463994235E-1,-3.501112461E-1,5.544457436E-1,6.718785295E-1
3.725880573E0,-1.384581774E-1,-3.415591419E-1,5.385632515E-1,6.525976480E-1
3.728285833E0,-1.311278045E-1,-3.354504704E-1,5.239025354E-1,6.357636242E-1
3.730690417E0,-1.213539764E-1,-3.293418288E-1,5.104634762E-1,6.194883278E-1
3.733095833E0,-1.121910065E-1,-3.214005828E-1,4.976353347E-1,6.029312423E-1
3.735501927E0,-1.030280367E-1,-3.159027994E-1,4.823637009E-1,5.857338089E-1
3.737907292E0,-9.264333546E-2,-3.091832995E-1,4.719789922E-1,5.717877836E-1
3.740311771E0,-8.225863427E-2,-3.055181205E-1,4.622051716E-1,5.601262586E-1
3.742717187E0,-7.309566438E-2,-3.024637997E-1,4.536530375E-1,5.501167192E-1
3.745123333E0,-6.759788096E-2,-2.981877327E-1,4.457118213E-1,5.405038622E-1
3.747528594E0,-6.332182884E-2,-2.987985909E-1,4.371597171E-1,5.332906057E-1
3.749933177E0,-5.782404542E-2,-2.969660163E-1,4.292184711E-1,5.251294421E-1
3.752338542E0,-5.476971716E-2,-2.969660163E-1,4.231098294E-1,5.198177224E-1
3.754744687E0,-5.232626200E-2,-2.975768745E-1,4.163902998E-1,5.144617728E-1
3.757150052E0,-5.049366504E-2,-3.006311953E-1,4.108925164E-1,5.116262169E-1
3.759554531E0,-4.743934423E-2,-2.981877327E-1,4.053947330E-1,5.054812606E-1
3.761959948E0,-4.438501596E-2,-2.914682031E-1,3.992860913E-1,4.963397282E-1
3.764366094E0,-4.438501596E-2,-2.865813076E-1,3.962317705E-1,4.910178118E-1
3.766771354E0,-4.194156080E-2,-2.774183154E-1,3.931774497E-1,4.830202099E-1
3.769175937E0,-3.705464303E-2,-2.682553530E-1,3.889013827E-1,4.738968943E-1
3.771581302E0,-3.400031850E-2,-2.609249651E-1,3.870688081E-1,4.680385895E-1
3.773987448E0,-3.216772527E-2,-2.517620027E-1,3.840144873E-1,4.603107591E-1
3.776392812E0,-3.094599582E-2,-2.432098985E-1,3.809601367E-1,4.530334812E-1
3.778797292E0,-3.094599582E-2,-2.340469360E-1,3.779058158E-1,4.455877339E-1
3.781202708E0,-2.972426452E-2,-2.267165482E-1,3.742406368E-1,4.385658210E-1
3.783608802E0,-2.789167129E-2,-2.175535858E-1,3.681319952E-1,4.285191640E-1
3.786014167E0,-2.728080563E-2,-2.090014815E-1,3.620233536E-1,4.189114109E-1
3.788418698E0,-2.972426452E-2,-2.010602355E-1,3.528603613E-1,4.072090186E-1
3.790824062E0,-2.972426452E-2,-1.900646687E-1,3.436973989E-1,3.938730915E-1
3.793230208E0,-3.216772527E-2,-1.778473854E-1,3.345344365E-1,3.802338021E-1
3.795635573E0,-3.400031850E-2,-1.637974977E-1,3.210954070E-1,3.620606335E-1
3.798040052E0,-3.338945657E-2,-1.473041475E-1,3.070455194E-1,3.421846265E-1
3.800445469E0,-3.277859092E-2,-1.320325136E-1,2.917738855E-1,3.219301491E-1
3.802851562E0,-3.338945657E-2,-1.143174469E-1,2.765022814E-1,3.010595392E-1
3.805256927E0,-3.277859092E-2,-9.721323103E-2,2.636741102E-1,2.829291160E-1
3.807661458E0,-3.583291173E-2,-7.827642560E-2,2.502351105E-1,2.646295654E-1
3.810066823E0,-3.888723627E-2,-5.933962017E-2,2.361852080E-1,2.466107462E-1
3.812472969E0,-4.377415776E-2,-4.284626991E-2,2.227461934E-1,2.310148186E-1
3.814878229E0,-5.171539634E-2,-3.429416567E-2,2.117506266E-1,2.206556137E-1
3.817282812E0,-5.965663493E-2,-2.635292336E-2,1.995333284E-1,2.099212705E-1
3.819688229E0,-6.515441835E-2,-2.024427801E-2,1.873160303E-1,1.993545189E-1
3.822094323E0,-6.943047047E-2,-1.474649459E-2,1.726552844E-1,1.866759132E-1
3.824499687E0,-7.187393308E-2,-1.291390136E-2,1.579945236E-1,1.740543036E-1
3.826904167E0,-7.676085085E-2,-1.169217005E-2,1.457772255E-1,1.651663844E-1
3.829309583E0,-7.798258215E-2,-5.583524704E-3,1.372251213E-1,1.579341406E-1
3.831715729E0,-7.798258215E-2,2.357717603E-3,1.317273378E-1,1.530977906E-1
