"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.488909010E0,1.305015087E0,1.644927979E1,1.373446274E1,2.146898546E1
1.491314375E0,7.876127362E-1,1.649081802E1,1.376744938E1,2.149674569E1
1.493720521E0,2.714320421E-1,1.651708603E1,1.378821850E1,2.151749929E1
1.496125885E0,-2.459703684E-1,1.652563858E1,1.379677105E1,2.152923880E1
1.498530365E0,-7.639836669E-1,1.652380562E1,1.379066277E1,2.153606748E1
1.500935781E0,-1.277720928E0,1.650303650E1,1.376867104E1,2.153042235E1
1.503341927E0,-1.790847301E0,1.646516228E1,1.373507404E1,2.151652764E1
1.505747187E0,-2.300919294E0,1.641140556E1,1.368925858E1,2.149474965E1
1.508151771E0,-2.804882526E0,1.634237862E1,1.363061619E1,2.146472461E1
1.510557187E0,-3.304569960E0,1.625563622E1,1.355914497E1,2.142466578E1
1.512963281E0,-3.796926975E0,1.615301132E1,1.347606659E1,2.137617365E1
1.515368646E0,-4.280732155E0,1.603877831E1,1.337893963E1,2.132048552E1
1.517773177E0,-4.759038925E0,1.591049671E1,1.327264881E1,2.125924654E1
1.520178542E0,-5.228183270E0,1.576816463E1,1.315658474E1,2.119114528E1
1.522584687E0,-5.685720921E0,1.561361599E1,1.302891445E1,2.111551653E1
1.524989948E0,-6.137760639E0,1.544684982E1,1.289330196E1,2.103602887E1
1.527394531E0,-6.574529171E0,1.526664543E1,1.274852753E1,2.094802737E1
1.529799948E0,-7.002745152E0,1.508094215E1,1.259336758E1,2.085823969E1
1.532206042E0,-7.419354916E0,1.488363266E1,1.243148804E1,2.076321852E1
1.534611406E0,-7.822525501E0,1.467410660E1,1.226044655E1,2.066010308E1
1.537015937E0,-8.215311050E0,1.445847130E1,1.208390617E1,2.055625249E1
1.539421302E0,-8.596490860E0,1.423611641E1,1.190309048E1,2.045116692E1
1.541827448E0,-8.963620186E0,1.400704193E1,1.171922016E1,2.034413507E1
1.544232708E0,-9.319754601E0,1.377246952E1,1.152496529E1,2.023273504E1
1.546637292E0,-9.666114807E0,1.353423309E1,1.133009911E1,2.012412449E1
1.549042708E0,-9.997203827E0,1.328866482E1,1.113278961E1,2.001178906E1
1.551448854E0,-1.031179905E1,1.303698921E1,1.093059349E1,1.989407352E1
1.553854115E0,-1.061478806E1,1.278347969E1,1.072595406E1,1.977718809E1
1.556258698E0,-1.090983582E1,1.252935982E1,1.052009296E1,1.966422465E1
1.558664062E0,-1.119083309E1,1.227462959E1,1.031484222E1,1.955242305E1
1.561070208E0,-1.146022415E1,1.201562309E1,1.010836983E1,1.943942068E1
1.563475573E0,-1.171862030E1,1.175722694E1,9.900064468E0,1.932795187E1
1.565880052E0,-1.196296597E1,1.150005341E1,9.691148758E0,1.921671531E1
1.568285469E0,-1.219814968E1,1.124287891E1,9.484066010E0,1.910875951E1
1.570691615E0,-1.242355824E1,1.098753738E1,9.278204918E0,1.900410123E1
1.573096875E0,-1.263736057E1,1.073219585E1,9.072342873E0,1.889947923E1
1.575501458E0,-1.284200096E1,1.047807693E1,8.868925095E0,1.879800301E1
1.577906823E0,-1.303686619E1,1.022517872E1,8.667340279E0,1.869858143E1
1.580312969E0,-1.321951485E1,9.976556778E0,8.468197823E0,1.860101159E1
1.582718333E0,-1.339361191E1,9.728545189E0,8.272109985E0,1.850570817E1
1.585122812E0,-1.356098843E1,9.484810829E0,8.078466415E0,1.841531056E1
1.587528229E0,-1.371981335E1,9.244130135E0,7.887265682E0,1.832747064E1
1.589934375E0,-1.386825371E1,9.005281448E0,7.699119091E0,1.824006551E1
1.592339635E0,-1.401119614E1,8.768877029E0,7.512805462E0,1.815624045E1
1.594744219E0,-1.414802933E1,8.539192200E0,7.331378937E0,1.807854127E1
1.597149583E0,-1.427264595E1,8.311949730E0,7.153006077E0,1.799895627E1
1.599555729E0,-1.439054298E1,8.086541176E0,6.977687836E0,1.792116076E1
1.601961094E0,-1.450660706E1,7.867852211E0,6.805424213E0,1.785100965E1
1.604365573E0,-1.461472988E1,7.651606083E0,6.638658047E0,1.778227167E1
1.606770990E0,-1.471735573E1,7.439635754E0,6.473724842E0,1.771603379E1
1.609177135E0,-1.481265068E1,7.231330872E0,6.312456608E0,1.765088878E1
1.611582396E0,-1.490427971E1,7.027913094E0,6.154853344E0,1.759009198E1
1.613986979E0,-1.499224472E1,6.825716972E0,6.002748013E0,1.753256392E1
1.616392396E0,-1.507471085E1,6.628407478E0,5.853696823E0,1.747708383E1
1.618798490E0,-1.514984798E1,6.437206745E0,5.705867767E0,1.742160875E1
1.621203854E0,-1.522131824E1,6.249060631E0,5.564757824E0,1.736968098E1
1.623608385E0,-1.528973579E1,6.064579487E0,5.426702499E0,1.732063062E1
1.626013750E0,-1.535448742E1,5.882541656E0,5.292312145E0,1.727348106E1
1.628419896E0,-1.541312981E1,5.709055901E0,5.160365582E0,1.722751470E1
1.630825260E0,-1.547238445E1,5.536792278E0,5.033305645E0,1.718676570E1
1.633229740E0,-1.552675152E1,5.367582798E0,4.909911156E0,1.714637528E1
1.635635156E0,-1.557867432E1,5.202038288E0,4.792014122E0,1.710905302E1
1.638041250E0,-1.562571144E1,5.042602539E0,4.676560879E0,1.707222657E1
1.640446615E0,-1.566847134E1,4.886832237E0,4.562939644E0,1.703533215E1
1.642851146E0,-1.571001053E1,4.732283592E0,4.452373505E0,1.700066377E1
1.645256510E0,-1.574849510E1,4.580178261E0,4.346693516E0,1.696722946E1
1.647662656E0,-1.578453636E1,4.431737900E0,4.246511936E0,1.693590129E1
1.650067917E0,-1.581996632E1,4.290017128E0,4.146941185E0,1.690777047E1
1.652472500E0,-1.585173130E1,4.153183460E0,4.051035404E0,1.688008311E1
1.654877917E0,-1.587738705E1,4.015738964E0,3.958184004E0,1.684888125E1
1.657284010E0,-1.590426540E1,3.882570267E0,3.868997812E0,1.682228147E1
1.659689375E0,-1.593419743E1,3.752456188E0,3.782865763E0,1.680147757E1
1.662093906E0,-1.595802116E1,3.624174595E0,3.699788094E0,1.677741079E1
1.664499271E0,-1.597817993E1,3.498336315E0,3.620375872E0,1.675254346E1
1.666905417E0,-1.600078201E1,3.378607035E0,3.543406725E0,1.673307329E1
1.669310781E0,-1.601972008E1,3.259488344E0,3.470103025E0,1.671219048E1
1.671715260E0,-1.603743553E1,3.144034863E0,3.398020983E0,1.669223892E1
1.674120677E0,-1.605514908E1,3.029192209E0,3.330214977E0,1.667435603E1
1.676526771E0,-1.607042122E1,2.916793108E0,3.266074181E0,1.665633095E1
1.678932135E0,-1.608508301E1,2.808059216E0,3.202544212E0,1.663945256E1
1.681336667E0,-1.609790993E1,2.702379704E0,3.142068624E0,1.662282032E1
1.683742031E0,-1.610890579E1,2.597921848E0,3.084036589E0,1.660594247E1
1.686148177E0,-1.611745834E1,2.496518373E0,3.029669523E0,1.658866977E1
1.688553542E0,-1.612723160E1,2.395114660E0,2.978357077E0,1.657391879E1
1.690958021E0,-1.613578415E1,2.296765566E0,2.927655220E0,1.655928221E1
1.693363437E0,-1.614433670E1,2.200248957E0,2.880007744E0,1.654615205E1
1.695769583E0,-1.615166664E1,2.108008385E0,2.834192991E0,1.653338092E1
1.698174844E0,-1.615655327E1,2.015156984E0,2.790210724E0,1.651909038E1
1.700579427E0,-1.615899658E1,1.923527241E0,2.749282598E0,1.650368693E1
1.702984792E0,-1.616327286E1,1.834951878E0,2.711409092E0,1.649151834E1
1.705390937E0,-1.616632652E1,1.748209119E0,2.674757242E0,1.647909811E1
1.707796302E0,-1.616938210E1,1.660244584E0,2.640548706E0,1.646747785E1
1.710200781E0,-1.617304611E1,1.575334430E0,2.608172894E0,1.645757166E1
1.712606198E0,-1.617610168E1,1.489202499E0,2.580073118E0,1.644812351E1
1.715012344E0,-1.617610168E1,1.406124830E0,2.552584171E0,1.643651845E1
1.717417604E0,-1.617365837E1,1.324879885E0,2.525095463E0,1.642311295E1
1.719822187E0,-1.617304611E1,1.241191387E0,2.501271725E0,1.641232271E1
1.722227604E0,-1.617304611E1,1.161778927E0,2.478669643E0,1.640307758E1
1.724633698E0,-1.617365837E1,1.080533981E0,2.459121943E0,1.639518403E1
1.727039062E0,-1.617182541E1,1.002343297E0,2.441406965E0,1.638575897E1
1.729443542E0,-1.616999245E1,9.210982919E-1,2.426135302E0,1.637691089E1
1.731848958E0,-1.616388321E1,8.416858912E-1,2.412085295E0,1.636452599E1
1.734255104E0,-1.615838623E1,7.659386396E-1,2.398035526E0,1.635330798E1
1.736660365E0,-1.615777588E1,6.877479553E-1,2.388872623E0,1.634788766E1
1.739064948E0,-1.615227699E1,6.095572710E-1,2.380931377E0,1.633818981E1
1.741470365E0,-1.614861298E1,5.307556987E-1,2.374211788E0,1.633083844E1
1.743876458E0,-1.614494705E1,4.556193352E-1,2.369324923E0,1.632423367E1
1.746281823E0,-1.613945007E1,3.774286509E-1,2.366881371E0,1.631644656E1
1.748686354E0,-1.613700676E1,2.998488247E-1,2.366270542E0,1.631233070E1
1.751091719E0,-1.613456154E1,2.234907448E-1,2.368103027E0,1.630895264E1
1.753497865E0,-1.612723160E1,1.483543813E-1,2.370546579E0,1.630119932E1
1.755903125E0,-1.612173462E1,7.016370445E-2,2.373600960E0,1.629568138E1
1.758307708E0,-1.611684799E1,-1.169217005E-2,2.380320311E0,1.629168041E1
1.760713125E0,-1.610951614E1,-8.988285065E-2,2.389483452E0,1.628601303E1
1.763119219E0,-1.610157585E1,-1.692952812E-1,2.399868011E0,1.628031856E1
1.765524583E0,-1.609363365E1,-2.529837489E-1,2.411474466E0,1.627526510E1
1.767929115E0,-1.608508301E1,-3.360613585E-1,2.425524473E0,1.627040262E1
1.770334479E0,-1.607775116E1,-4.191389382E-1,2.441406965E0,1.626745917E1
1.772740625E0,-1.607042122E1,-5.040491223E-1,2.459732771E0,1.626538622E1
1.775145885E0,-1.606370163E1,-5.895701647E-1,2.479891300E0,1.626468456E1
1.777550469E0,-1.605270576E1,-6.757020950E-1,2.503715038E0,1.626082792E1
1.779955885E0,-1.604415512E1,-7.642774582E-1,2.528760433E0,1.626018644E1
1.782361979E0,-1.603437996E1,-8.504093885E-1,2.556249380E0,1.625911891E1
1.784767344E0,-1.602521706E1,-9.395956397E-1,2.584959984E0,1.625953381E1
1.787171875E0,-1.601361084E1,-1.028781891E0,2.616114140E0,1.625848017E1
1.789577240E0,-1.600444794E1,-1.119800806E0,2.648489952E0,1.626071360E1
1.791983385E0,-1.599406242E1,-1.212041378E0,2.684530973E0,1.626301890E1
1.794388646E0,-1.598123455E1,-1.303060174E0,2.719961166E0,1.626333337E1
1.796793229E0,-1.596901703E1,-1.397744179E0,2.759056568E0,1.626577962E1
1.799198646E0,-1.595618916E1,-1.494260788E0,2.802428007E0,1.626918530E1
1.801604740E0,-1.594213867E1,-1.591999173E0,2.845188379E0,1.627210324E1
1.804010104E0,-1.592564583E1,-1.689737558E0,2.892225027E0,1.627410132E1
1.806414635E0,-1.591037369E1,-1.794806242E0,2.939872503E0,1.627894870E1
1.808820000E0,-1.589632416E1,-1.900485873E0,2.989352465E0,1.628622720E1
1.811226146E0,-1.587799835E1,-2.003111124E0,3.043719530E0,1.629071866E1
1.813631510E0,-1.585783958E1,-2.110012531E0,3.098697424E0,1.629494262E1
1.816035990E0,-1.584012508E1,-2.221800804E0,3.154896975E0,1.630335353E1
1.818441406E0,-1.582057667E1,-2.335421562E0,3.215372562E0,1.631206488E1
1.820847500E0,-1.579980755E1,-2.453929424E0,3.278902531E0,1.632197568E1
1.823252865E0,-1.577659512E1,-2.576713324E0,3.344264984E0,1.633170271E1
1.825657396E0,-1.575826836E1,-2.698886156E0,3.414514303E0,1.634826951E1
1.828062760E0,-1.573566723E1,-2.824113369E0,3.486596346E0,1.636286019E1
1.830468906E0,-1.570573425E1,-2.951173306E0,3.559289217E0,1.637217310E1
1.832874271E0,-1.567946720E1,-3.081898451E0,3.636869192E0,1.638812397E1
1.835278750E0,-1.565136719E1,-3.215066910E0,3.718114138E0,1.640507003E1
1.837684167E0,-1.561960220E1,-3.348846197E0,3.799359083E0,1.642016666E1
1.840090260E0,-1.559028053E1,-3.487512589E0,3.886101961E0,1.644145309E1
1.842495625E0,-1.555668354E1,-3.626178741E0,3.976509809E0,1.646123341E1
1.844900156E0,-1.552308559E1,-3.767899513E0,4.068750381E0,1.648387038E1
1.847305521E0,-1.548521233E1,-3.913285255E0,4.164656162E0,1.650605838E1
1.849711667E0,-1.544245148E1,-4.059892654E0,4.262394428E0,1.652634389E1
1.852117031E0,-1.540274525E1,-4.210165024E0,4.365019798E0,1.655365363E1
1.854521510E0,-1.535815239E1,-4.363492489E0,4.469477654E0,1.657978112E1
1.856926927E0,-1.531111622E1,-4.519262791E0,4.575767994E0,1.660697651E1
1.859333073E0,-1.525919247E1,-4.676866055E0,4.685112953E0,1.663328934E1
1.861738333E0,-1.520543671E1,-4.838745117E0,4.798122883E0,1.666255511E1
1.864142917E0,-1.515351295E1,-5.012230873E0,4.898915291E0,1.669583134E1
1.866548281E0,-1.513213253E1,-5.243748188E0,4.917241573E0,1.675283841E1
1.868954427E0,-1.519444084E1,-5.615765095E0,4.806064129E0,1.689692583E1
1.871359792E0,-1.532760906E1,-7.863747120E0,4.653347969E0,1.784454442E1
1.873764271E0,-1.466054535E1,-1.608965111E1,4.689388752E0,2.226654058E1
1.876169687E0,-1.320974159E1,-1.996681023E1,5.102333546E0,2.447865583E1
1.878575833E0,-1.125558472E1,-2.005477333E1,5.543377876E0,2.365610194E1
1.880981094E0,-9.239120483E0,-2.004072380E1,5.910507202E0,2.284570098E1
1.883385677E0,-7.445011139E0,-2.005843925E1,6.185396671E0,2.227169298E1
1.885791094E0,-6.054072380E0,-2.005843925E1,6.443792343E0,2.192065778E1
1.888197187E0,-5.338139057E0,-2.005843925E1,6.787098408E0,2.183807269E1
1.890602552E0,-6.546429157E0,-2.005843925E1,7.510362148E0,2.239647873E1
1.893007083E0,-7.956915855E0,-2.005843925E1,8.239734650E0,2.309863031E1
1.895412448E0,-7.943476677E0,-2.005843925E1,8.759580612E0,2.328454551E1
1.897818594E0,-7.372318268E0,-2.005843925E1,9.165194511E0,2.325280311E1
1.900223958E0,-6.454799652E0,-2.005843925E1,9.319132805E0,2.304021832E1
1.902628437E0,-5.030873775E0,-2.005843925E1,9.062569618E0,2.257832687E1
1.905033854E0,-3.620387077E0,-2.005843925E1,8.642294884E0,2.213904806E1
1.907440000E0,-2.761511326E0,-2.005843925E1,8.492632866E0,2.195658769E1
1.909845260E0,-2.332073450E0,-2.005843925E1,8.737588882E0,2.200284098E1
1.912249844E0,-2.078564405E0,-2.005843925E1,9.162139893E0,2.214963256E1
1.914655260E0,-1.702271938E0,-2.000284958E1,9.521939278E0,2.221888946E1
1.917061354E0,-1.244123340E0,-1.959112740E1,9.766896248E0,2.192606617E1
1.919466719E0,-7.371056080E-1,-1.884526253E1,9.936105728E0,2.131697543E1
1.921871250E0,-2.160380036E-1,-1.811772156E1,1.005033779E1,2.071974412E1
1.924276615E0,2.695994675E-1,-1.751052284E1,1.009248734E1,2.021260485E1
1.926682760E0,7.479065061E-1,-1.695891190E1,1.008271313E1,1.974399050E1
1.929088125E0,1.406418681E0,-1.641463089E1,1.003140068E1,1.928852302E1
1.931492604E0,2.444278002E0,-1.574023724E1,9.880517006E0,1.874444396E1
1.933898021E0,3.486413240E0,-1.494550228E1,9.681375504E0,1.814530648E1
1.936304115E0,4.130264282E0,-1.426744270E1,9.533546448E0,1.764957541E1
1.938709479E0,4.527326584E0,-1.379402256E1,9.424201012E0,1.730859062E1
1.941114010E0,4.840089321E0,-1.347026443E1,9.308136940E0,1.707383676E1
1.943519375E0,5.107037067E0,-1.323813534E1,9.167637825E0,1.689306479E1
1.945925521E0,5.347717762E0,-1.311535168E1,8.991098404E0,1.677648311E1
1.948330885E0,5.996456146E0,-1.201212978E1,8.638018608E0,1.596446409E1
1.950735365E0,7.808891773E0,-7.332905769E0,7.771201134E0,1.323411745E1
1.953140781E0,9.018404007E0,-2.731872797E0,6.300239086E0,1.133524382E1
1.955546875E0,9.438068390E0,3.603244424E-1,5.052242279E0,1.071130808E1
1.957952240E0,9.627436638E0,2.255226612E0,4.317983150E0,1.078974336E1
1.960356771E0,9.675694466E0,3.359059334E0,3.849450111E0,1.094169133E1
1.962762135E0,9.618884087E0,4.080490589E0,3.548904657E0,1.103485654E1
1.965168281E0,9.504652977E0,4.589951992E0,3.354649544E0,1.107518673E1
1.967573646E0,9.367818832E0,4.972964287E0,3.228200674E0,1.108637376E1
1.969978125E0,9.226098061E0,5.302831173E0,3.137792587E0,1.109444213E1
1.972383542E0,9.088653564E0,5.610095978E0,3.073040962E0,1.111397234E1
1.974789635E0,8.946932793E0,5.892926216E0,3.023561001E0,1.113176118E1
1.977195000E0,8.797271729E0,6.140937328E0,3.001569748E0,1.114057997E1
1.979599531E0,8.642722130E0,6.288766861E0,3.011954546E0,1.110482348E1
1.982004896E0,8.483897209E0,6.257001877E0,3.052271605E0,1.097465017E1
1.984411042E0,8.329959869E0,6.058470726E0,3.116412401E0,1.076128827E1
1.986816406E0,8.174189568E0,5.703558445E0,3.204376936E0,1.046976531E1
1.989220885E0,8.017196655E0,5.218531609E0,3.310056448E0,1.012249910E1
1.991626302E0,7.852262974E0,4.656536102E0,3.428564310E0,9.751739102E0
1.994032396E0,7.683664322E0,4.067051888E0,3.559900284E0,9.394280095E0
1.996437760E0,7.505902767E0,3.488562584E0,3.691847086E0,9.063022683E0
1.998842292E0,7.311647892E0,2.965662479E0,3.818906784E0,8.765808455E0
2.001247656E0,7.100899220E0,2.525228977E0,3.933138609E0,8.501125245E0
2.003653802E0,6.876101017E0,2.172760010E0,4.029654980E0,8.260736681E0
2.006059167E0,6.642139912E0,1.899703622E0,4.109067440E0,8.038117422E0
2.008463646E0,6.400237560E0,1.681624889E0,4.174429893E0,7.824114521E0
2.010869062E0,6.160167694E0,1.503863215E0,4.222077370E0,7.618084267E0
2.013275156E0,5.921930313E0,1.365196943E0,4.259340286E0,7.421253331E0
2.015680521E0,5.684915066E0,1.285784483E0,4.286828995E0,7.235219684E0
2.018085052E0,5.456451416E0,1.284562826E0,4.306987286E0,7.069165664E0
2.020490417E0,5.233486176E0,1.366418719E0,4.330811024E0,6.929098195E0
2.022896562E0,5.000135899E0,1.527076125E0,4.360132694E0,6.807648464E0
2.025301927E0,4.744794369E0,1.762259007E0,4.398617268E0,6.705703861E0
2.027706406E0,4.410651207E0,2.098234415E0,4.440155983E0,6.600864859E0
2.030111823E0,3.965331078E0,2.405499458E0,4.468255997E0,6.440154490E0
2.032517917E0,3.070414305E0,2.340137005E0,4.361354351E0,5.824525472E0
2.034923281E0,5.591493249E-1,1.782417536E0,3.829291582E0,4.260649512E0
2.037327812E0,-1.831775188E0,1.269901991E0,2.916659594E0,3.670824784E0
2.039733177E0,-3.061445713E0,1.040827751E0,2.024186373E0,3.814852911E0
2.042139323E0,-3.815863848E0,7.286759019E-1,1.456692934E0,4.148944417E0
2.044544687E0,-4.232473850E0,4.452346265E-1,1.145762801E0,4.407362155E0
2.046949167E0,-4.432837486E0,2.766359746E-1,9.728881121E-1,4.546766645E0
2.049354583E0,-4.558064461E0,2.491470575E-1,8.702628016E-1,4.647083303E0
2.051760677E0,-4.720554829E0,4.061392844E-1,7.945156097E-1,4.804148422E0
2.054166042E0,-4.986891747E0,7.079064846E-1,7.157140374E-1,5.087481446E0
2.056570573E0,-5.305763245E0,1.127570510E0,6.167539358E-1,5.459205462E0
2.058975937E0,-5.583095551E0,1.622370958E0,4.841962755E-1,5.834165706E0
2.061382083E0,-5.781015873E0,2.110451698E0,3.259823322E-1,6.162825275E0
2.063787344E0,-5.899523735E0,2.566767693E0,1.433337778E-1,6.435310502E0
2.066191927E0,-5.950225353E0,3.024305344E0,-7.169060409E-2,6.675083828E0
2.068597344E0,-5.973438263E0,3.448856354E0,-2.995431423E-1,6.904078572E0
2.071003437E0,-5.986876965E0,3.820873022E0,-5.310608745E-1,7.122063752E0
2.073408802E0,-6.002759457E0,4.126305580E0,-7.552481890E-1,7.323245091E0
2.075813333E0,-6.013755322E0,4.361488342E0,-9.684399962E-1,7.491709395E0
2.078218698E0,-6.011312008E0,4.542304516E0,-1.178577423E0,7.626103010E0
2.080624844E0,-5.985044479E0,4.674861908E0,-1.391769290E0,7.720888099E0
2.083030208E0,-5.920903683E0,4.772600651E0,-1.612291455E0,7.773950162E0
2.085434687E0,-5.809726238E0,4.852623940E0,-1.856026411E0,7.793953560E0
2.087840104E0,-5.545832634E0,4.943031788E0,-2.140078545E0,7.731090417E0
2.090246198E0,-4.889153481E0,5.028553009E0,-2.472388983E0,7.436590240E0
2.092651562E0,-4.147563457E0,4.870338917E0,-2.802866697E0,6.984163910E0
2.095056094E0,-3.717514515E0,4.228930950E0,-3.085086346E0,6.420399435E0
2.097461458E0,-3.482942581E0,2.960775375E0,-3.322712660E0,5.651327213E0
2.099867604E0,-3.115812778E0,1.455604911E0,-3.513302326E0,4.916336864E0
2.102272865E0,-2.535491228E0,2.595317662E-1,-3.629366636E0,4.434904135E0
2.104677448E0,-1.960056782E0,-7.062453628E-1,-3.683122873E0,4.231548086E0
2.107082865E0,-1.449373960E0,-1.538243055E0,-3.692896605E0,4.254922080E0
2.109488958E0,-1.007718682E0,-2.171710014E0,-3.653190374E0,4.367793635E0
2.111894323E0,-6.234847903E-1,-2.558998108E0,-3.562171698E0,4.430154828E0
2.114298854E0,-2.783462107E-1,-2.789905071E0,-3.446107388E0,4.442600933E0
2.116704219E0,2.081058919E-4,-2.885200024E0,-3.333708286E0,4.408853610E0
2.119110365E0,2.121781707E-1,-2.874815226E0,-3.218865633E0,4.320958010E0
2.121515625E0,4.381981194E-1,-2.846104622E0,-3.086918831E0,4.221539646E0
2.123920208E0,6.636071801E-1,-2.736148834E0,-2.893885612E0,4.037506516E0
2.126325625E0,9.549896717E-1,-2.508907318E0,-2.543249130E0,3.697936904E0
2.128731719E0,1.229267836E0,-2.161325216E0,-1.987362385E0,3.183085822E0
2.131137083E0,1.467505097E0,-2.103293180E0,-1.376497626E0,2.910697361E0
2.133541615E0,1.588456273E0,-2.510128975E0,-9.354532957E-1,3.114323951E0
2.135946979E0,1.680696845E0,-2.807009220E0,-5.335043073E-1,3.314916212E0
2.138353125E0,1.852960706E0,-2.929182291E0,-3.931477666E-2,3.466283013E0
2.140758385E0,1.993459582E0,-3.295090199E0,4.768659174E-1,3.880580063E0
2.143162969E0,2.070428610E0,-3.590137720E0,7.065510750E-1,4.204161973E0
2.145568385E0,2.144343376E0,-3.695206642E0,5.721608400E-1,4.310467338E0
2.147974479E0,2.190768957E0,-3.626789570E0,3.754623532E-1,4.253709344E0
2.150379844E0,2.162058353E0,-3.405045748E0,3.100998402E-1,4.045367076E0
2.152784323E0,2.027668238E0,-3.051965952E0,3.522495031E-1,3.681034415E0
2.155189740E0,1.785765648E0,-2.530287504E0,4.139468372E-1,3.124526490E0
2.157595885E0,1.457120419E0,-1.851005793E0,4.451009333E-1,2.397402177E0
2.160001146E0,1.093655944E0,-1.097809672E0,4.426575005E-1,1.611587746E0
2.162405729E0,7.393544316E-1,-3.733240962E-1,4.206663668E-1,9.289650416E-1
2.164811146E0,4.290351570E-1,2.656404078E-1,3.815710247E-1,6.326392645E-1
2.167217240E0,1.846892536E-1,7.946493030E-1,3.302583694E-1,8.801410260E-1
2.169622604E0,3.262429498E-3,1.213702440E0,2.661175728E-1,1.242538860E0
2.172027083E0,-1.347929984E-1,1.535017371E0,1.915920824E-1,1.552789428E0
2.174432500E0,-2.368074059E-1,1.787915349E0,1.097362116E-1,1.806864986E0
2.176838646E0,-3.052242398E-1,1.991944194E0,2.482601628E-2,2.015346084E0
2.179243906E0,-3.516499698E-1,2.156266689E0,-6.069504470E-2,2.185595485E0
2.181648490E0,-3.785280287E-1,2.285769939E0,-1.468269676E-1,2.321548156E0
2.184053854E0,-3.901344538E-1,2.379842997E0,-2.323480248E-1,2.422775925E0
2.186460000E0,-3.828040659E-1,2.439096928E0,-3.080952466E-1,2.488102783E0
2.188865365E0,-3.608129323E-1,2.470251083E0,-3.722360432E-1,2.524061421E0
2.191269844E0,-3.180524111E-1,2.520952940E0,-4.198834896E-1,2.575395738E0
2.193675260E0,-2.569659352E-1,2.586926222E0,-4.485941529E-1,2.638077990E0
2.196081406E0,-1.867164969E-1,2.618080378E0,-4.675309360E-1,2.666044465E0
2.198486667E0,-1.109692752E-1,2.604641438E0,-4.766939282E-1,2.650227971E0
2.200891250E0,-2.850253694E-2,2.562491655E0,-4.754721820E-1,2.606386325E0
2.203296615E0,6.129457802E-2,2.491631269E0,-4.687526822E-1,2.536082113E0
2.205702760E0,1.608655304E-1,2.389616966E0,-4.559245110E-1,2.438034890E0
2.208108125E0,2.573821545E-1,2.268054962E0,-4.406529069E-1,2.324756733E0
2.210512604E0,3.404597640E-1,2.127556086E0,-4.327116609E-1,2.197645815E0
2.212918021E0,4.180395901E-1,1.978505015E0,-4.339333773E-1,2.068220823E0
2.215324167E0,4.858455658E-1,1.844114900E0,-4.314899147E-1,1.955246589E0
2.217729427E0,5.536515713E-1,1.718276739E0,-4.137748480E-1,1.852083864E0
2.220134010E0,6.147380471E-1,1.609542847E0,-3.820098937E-1,1.764784010E0
2.222539375E0,6.636071801E-1,1.510582685E0,-3.349733055E-1,1.683580011E0
2.224945521E0,6.959830523E-1,1.415287852E0,-2.775520086E-1,1.601395401E0
2.227350885E0,7.124763727E-1,1.326712489E0,-2.140220851E-1,1.521050316E0
2.229755365E0,7.179741859E-1,1.244245768E0,-1.419400573E-1,1.443530894E0
2.232160781E0,7.124763727E-1,1.175217986E0,-6.741455197E-2,1.375974062E0
2.234566875E0,7.051460147E-1,1.126348853E0,7.721805014E-3,1.328891368E0
2.236972240E0,6.990373731E-1,1.109855533E0,7.980383933E-2,1.314078082E0
2.239376771E0,6.947612762E-1,1.123905420E0,1.500532925E-1,1.329801720E0
2.241782135E0,6.886526346E-1,1.157502890E0,2.129723579E-1,1.363602807E0
2.244188281E0,6.813222766E-1,1.207593799E0,2.673393190E-1,1.412074056E0
2.246593646E0,6.709375978E-1,1.266847730E0,3.149867654E-1,1.467745582E0
2.248998125E0,6.581094265E-1,1.314495206E0,3.522495031E-1,1.511649885E0
2.251403542E0,6.422269344E-1,1.325490713E0,3.797384202E-1,1.521046460E0
2.253809635E0,6.202358007E-1,1.302888751E0,3.980643749E-1,1.496885698E0
2.256215000E0,5.903034210E-1,1.272956371E0,4.102816582E-1,1.461918976E0
2.258619531E0,5.475429296E-1,1.263793349E0,4.286076128E-1,1.442456715E0
2.261024896E0,4.864564240E-1,1.284562826E0,4.585399628E-1,1.448102346E0
2.263431042E0,4.168178439E-1,1.330377698E0,5.055766106E-1,1.482986731E0
2.265836302E0,3.361836970E-1,1.399405360E0,5.666630268E-1,1.546758490E0
2.268240885E0,2.500517964E-1,1.488591552E0,6.454645991E-1,1.641662346E0
2.270646302E0,1.620872617E-1,1.610153675E0,7.407594919E-1,1.779772953E0
2.273052396E0,7.473360002E-2,1.762259007E0,8.537694812E-1,1.959608186E0
2.275457760E0,-1.384178270E-2,1.938798904E0,9.863271117E-1,2.175310083E0
2.277862292E0,-1.042497605E-1,2.132442951E0,1.139654160E0,2.420122426E0
2.280267656E0,-1.983229220E-1,2.329752207E0,1.308863640E0,2.679589773E0
2.282673802E0,-3.003373444E-1,2.516065836E0,1.491512299E0,2.940305894E0
2.285079062E0,-4.102929831E-1,2.675501585E0,1.679658532E0,3.185577161E0
2.287483646E0,-5.220811963E-1,2.815389633E0,1.862918019E0,3.416057832E0
2.289889062E0,-6.369237900E-1,2.946725607E0,2.021742821E0,3.629918422E0
